local_time,total_input_power,load_power,grid_power,total_battery_power,input_power,day_active_power_peak,active_power,accumulated_yield_energy,daily_yield_energy,grid_voltage_a_phase,b_phase_voltage,c_phase_voltage,power_meter_active_power,grid_frequency,grid_exported_energy,grid_accumulated_energy,storage_state_of_capacity,storage_charge_discharge_power,storage_current_day_charge_capacity,storage_current_day_discharge_capacity,backup_switch_to_off_grid,a_phase_active_power,b_phase_active_power,c_phase_active_power,forward_energy
2022-09-03T06:03:03.571967,0.0,0.191,0.001,-0.19,0.0,0.847,0.189,7140.38,1.66,233.5,236.3,235.1,-0.002,50.0,6151.22,855.35,75.0,-0.189,0.03,2.97,0.0,0.001,0.001,0.031,8.845
2022-09-03T06:04:04.249965,0.0,0.191,0.0,-0.191,0.0,0.847,0.187,7140.38,1.66,231.8,235.0,233.6,-0.002,49.97,6151.22,855.35,75.0,-0.186,0.03,2.97,0.0,0.001,0.001,0.03,8.8475
2022-09-03T06:05:08.223294,0.0,0.187,0.0,-0.187,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.8475
2022-09-03T06:06:07.445328,,,,,0.0,0.847,0.189,7140.38,1.66,232.1,235.6,233.6,-0.001,49.97,6151.22,855.35,75.0,-0.19,0.03,2.98,0.0,0.001,0.001,0.03,8.84875
2022-09-03T06:07:04.138267,0.0,0.189,0.0,-0.189,0.0,0.847,0.188,7140.39,1.67,232.6,235.3,234.1,-0.001,49.97,6151.22,855.35,75.0,-0.188,0.03,2.98,0.0,0.001,0.001,0.03,8.84875
2022-09-03T06:08:06.456958,0.0,0.187,-0.001,-0.188,0.0,0.847,0.189,7140.39,1.67,232.1,236.0,234.8,-0.001,49.97,6151.22,855.35,75.0,-0.191,0.03,2.98,0.0,0.001,0.001,0.03,8.84875
2022-09-03T06:09:03.577503,0.0,0.193,0.001,-0.192,0.0,0.847,0.189,7140.39,1.67,230.8,235.3,233.8,-0.001,49.97,6151.22,855.35,75.0,-0.188,0.03,3.0,0.0,0.001,0.001,0.03,8.85
2022-09-03T06:10:03.407368,0.0,0.189,0.0,-0.189,0.0,0.847,0.187,7140.4,1.68,231.6,235.5,234.1,-0.002,49.97,6151.22,855.35,74.0,-0.187,0.03,3.0,0.0,0.001,0.001,0.03,8.85
2022-09-03T06:11:03.217026,0.0,0.279,0.009,-0.27,0.0,0.847,0.297,7140.4,1.68,231.5,235.8,234.0,0.001,50.0,6151.22,855.35,74.0,-0.297,0.03,3.0,0.0,0.001,0.001,0.03,8.85125
2022-09-03T06:12:04.864330,0.0,0.291,0.0,-0.291,0.0,0.847,0.286,7140.41,1.69,231.1,235.8,233.8,0.0,49.99,6151.22,855.35,74.0,-0.283,0.03,3.02,0.0,0.001,0.001,0.03,8.85125
2022-09-03T06:13:04.658008,0.0,0.286,0.0,-0.286,0.0,0.847,0.281,7140.41,1.69,229.8,235.6,233.8,0.002,49.97,6151.22,855.35,74.0,-0.282,0.03,3.02,0.0,0.001,0.001,0.03,8.85125
2022-09-03T06:14:04.184365,0.0,0.282,-0.001,-0.283,0.0,0.847,0.277,7140.42,1.7,231.8,235.3,234.5,0.001,49.97,6151.22,855.35,74.0,-0.281,0.03,3.02,0.0,0.001,0.001,0.03,8.8525
2022-09-03T06:15:07.687468,0.0,0.277,-0.001,-0.278,,,,,,,,,,,,,,,,,,0.001,0.002,0.03,8.8525
2022-09-03T06:16:08.096650,,,,,0.0,0.847,0.157,7140.42,1.7,233.8,236.3,234.6,0.001,49.99,6151.22,855.35,74.0,-0.154,0.03,3.05,0.0,0.001,0.001,0.03,8.85375
2022-09-03T06:17:03.746359,0.0,0.152,0.002,-0.15,0.0,0.847,0.153,7140.43,1.71,232.3,237.1,235.3,0.0,49.97,6151.22,855.35,74.0,-0.153,0.03,3.07,0.0,0.001,0.001,0.03,8.85375
2022-09-03T06:18:04.237950,0.0,0.156,0.001,-0.155,0.0,0.847,0.153,7140.43,1.71,232.6,237.3,235.1,0.002,50.0,6151.22,855.35,74.0,-0.153,0.03,3.07,0.0,0.001,0.001,0.03,8.85375
2022-09-03T06:19:04.226599,0.0,0.152,0.0,-0.152,0.0,0.847,0.15,7140.43,1.71,231.8,237.1,234.1,0.0,50.0,6151.22,855.35,74.0,-0.149,0.03,3.07,0.0,0.001,0.001,0.03,8.855
2022-09-03T06:20:07.724769,0.0,0.148,-0.001,-0.149,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.855
2022-09-03T06:21:07.713204,,,,,0.0,0.847,0.149,7140.44,1.72,233.6,237.6,234.3,0.0,50.0,6151.22,855.35,74.0,-0.156,0.03,3.08,0.0,0.002,0.001,0.03,8.85625
2022-09-03T06:22:04.261113,0.0,0.157,0.001,-0.156,0.0,0.847,0.154,7140.44,1.72,233.3,236.1,233.6,0.0,49.99,6151.22,855.35,74.0,-0.152,0.03,3.09,0.0,0.001,0.001,0.029,8.85625
2022-09-03T06:23:04.242959,0.0,0.16,0.002,-0.158,0.0,0.847,0.169,7140.44,1.72,234.1,236.8,234.1,0.011,50.0,6151.22,855.35,74.0,-0.158,0.03,3.09,0.0,0.001,0.001,0.029,8.85625
2022-09-03T06:24:03.642744,0.0,0.169,-0.001,-0.17,0.0,0.847,0.154,7140.44,1.72,234.0,236.1,233.3,0.001,50.0,6151.22,855.35,74.0,-0.154,0.03,3.09,0.0,0.001,0.001,0.03,8.8575
2022-09-03T06:25:08.685840,0.0,0.152,0.0,-0.152,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.8575
2022-09-03T06:26:08.260836,,,,,0.0,0.847,0.15,7140.45,1.73,233.3,237.1,234.1,0.0,49.97,6151.22,855.35,74.0,-0.153,0.03,3.11,0.0,0.001,0.001,0.03,8.85875
2022-09-03T06:27:03.487874,0.0,0.154,0.0,-0.154,0.0,0.847,0.153,7140.45,1.73,233.5,236.3,234.3,0.001,49.97,6151.22,855.35,74.0,-0.157,0.03,3.11,0.0,0.001,0.001,0.03,8.85875
2022-09-03T06:28:04.788272,0.0,0.153,0.0,-0.153,0.0,0.847,0.155,7140.45,1.73,234.3,236.3,234.6,0.0,50.0,6151.22,855.35,74.0,-0.155,0.03,3.13,0.0,0.001,0.001,0.03,8.85875
2022-09-03T06:29:04.077767,0.0,0.154,0.0,-0.154,0.0,0.847,0.152,7140.46,1.74,233.3,238.3,235.6,0.001,50.0,6151.22,855.35,74.0,-0.153,0.03,3.13,0.0,0.001,0.001,0.03,8.86
2022-09-03T06:30:03.932085,0.0,0.157,0.002,-0.155,0.0,0.847,0.238,7140.46,1.74,233.3,237.5,234.8,-0.01,49.95,6151.22,855.35,74.0,-0.251,0.03,3.13,0.0,0.001,0.001,0.03,8.86
2022-09-03T06:31:04.678451,0.0,0.256,0.001,-0.255,0.0,0.847,0.253,7140.46,1.74,233.8,237.8,234.6,0.0,49.99,6151.22,855.35,74.0,-0.257,0.03,3.15,0.0,0.001,0.001,0.03,8.86125
2022-09-03T06:32:05.263364,0.0,0.249,0.0,-0.249,0.0,0.847,0.248,7140.47,1.75,234.3,237.6,234.8,0.0,49.97,6151.22,855.35,74.0,-0.246,0.03,3.15,0.0,0.001,0.001,0.03,8.86125
2022-09-03T06:33:04.232952,0.001,0.249,0.0,-0.248,0.002,0.847,0.243,7140.47,1.75,233.5,237.6,234.8,-0.001,49.97,6151.22,855.35,74.0,-0.24,0.03,3.15,0.0,0.001,0.001,0.03,8.86125
2022-09-03T06:34:05.930551,0.003,0.242,-0.001,-0.24,0.004,0.847,0.245,7140.48,1.76,234.5,235.3,234.8,0.001,49.97,6151.22,855.35,74.0,-0.242,0.03,3.16,0.0,0.001,0.001,0.03,8.8625
2022-09-03T06:35:07.855154,0.005,0.241,0.001,-0.235,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.8625
2022-09-03T06:36:08.633801,,,,,0.006,0.847,0.157,7140.48,1.76,235.8,235.3,234.3,-0.001,49.97,6151.22,855.35,74.0,-0.149,0.03,3.16,0.0,0.001,0.001,0.03,8.86375
2022-09-03T06:37:04.031836,0.007,0.157,0.002,-0.148,0.008,0.847,0.154,7140.49,1.77,233.3,235.8,234.8,0.0,49.97,6151.22,855.35,74.0,-0.146,0.03,3.18,0.0,0.001,0.001,0.03,8.86375
2022-09-03T06:38:02.779497,0.009,0.153,0.001,-0.143,0.01,0.847,0.157,7140.49,1.77,233.8,235.8,234.8,0.0,49.97,6151.22,855.35,74.0,-0.143,0.03,3.18,0.0,0.001,0.001,0.03,8.865
2022-09-03T06:39:03.833714,0.0,0.0,0.0,0.0,0.011,0.847,0.154,7140.49,1.77,233.8,235.8,234.3,0.007,50.0,6151.22,855.35,74.0,-0.143,0.03,3.18,0.0,0.001,0.002,0.03,8.865
2022-09-03T06:40:09.018087,0.013,0.153,0.0,-0.14,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.865
2022-09-03T06:41:08.109595,,,,,0.016,0.847,0.153,7140.5,1.78,235.1,236.1,234.8,0.0,50.0,6151.22,855.35,74.0,-0.141,0.03,3.2,0.0,0.001,0.001,0.03,8.86625
2022-09-03T06:42:02.997115,0.014,0.158,0.005,-0.139,0.019,0.847,0.143,7140.5,1.78,235.8,235.3,234.8,0.0,50.0,6151.22,855.35,74.0,-0.124,0.03,3.21,0.0,0.002,0.001,0.03,8.86625
2022-09-03T06:43:03.258722,0.032,0.153,-0.002,-0.123,0.023,0.847,0.146,7140.5,1.78,236.0,236.6,235.8,0.001,50.0,6151.22,855.35,74.0,-0.123,0.03,3.21,0.0,0.001,0.001,0.03,8.8675
2022-09-03T06:44:03.849134,0.034,0.152,0.0,-0.118,0.025,0.847,0.141,7140.5,1.78,235.8,237.3,235.3,0.005,50.0,6151.22,855.35,74.0,-0.116,0.03,3.21,0.0,0.002,0.001,0.03,8.8675
2022-09-03T06:45:07.831147,0.042,0.154,0.001,-0.111,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.86875
2022-09-03T06:46:07.765595,,,,,0.032,0.847,0.141,7140.51,1.79,236.6,238.3,235.8,0.0,49.99,6151.22,855.35,74.0,-0.107,0.03,3.23,0.0,0.001,0.001,0.03,8.87
2022-09-03T06:47:04.072706,0.049,0.154,0.002,-0.103,0.033,0.847,0.134,7140.51,1.79,235.6,237.1,234.1,0.003,50.0,6151.22,855.35,74.0,-0.103,0.03,3.23,0.0,0.001,0.001,0.03,8.87125
2022-09-03T06:48:04.692552,0.055,0.155,0.0,-0.1,0.039,0.847,0.153,7140.51,1.79,235.8,237.8,235.1,0.0,49.99,6151.22,855.35,74.0,-0.113,0.03,3.24,0.0,0.001,0.001,0.03,8.8725
2022-09-03T06:49:03.000005,0.078,0.194,0.0,-0.116,0.044,0.847,0.16,7140.52,1.8,235.6,237.8,235.1,0.0,49.99,6151.22,855.35,74.0,-0.114,0.03,3.24,0.0,0.001,0.001,0.03,8.8725
2022-09-03T06:50:08.387217,0.084,0.288,0.022,-0.182,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.8725
2022-09-03T06:51:05.187836,0.08,0.284,0.0,-0.204,0.059,0.847,0.251,7140.52,1.8,235.1,237.3,235.6,0.001,49.99,6151.22,855.35,74.0,-0.193,0.03,3.26,0.0,0.001,0.001,0.03,8.87375
2022-09-03T06:52:03.975854,0.112,0.297,-0.003,-0.188,0.063,0.847,0.243,7140.53,1.81,234.1,238.3,235.6,-0.006,49.99,6151.22,855.35,74.0,-0.179,0.03,3.26,0.0,0.001,0.001,0.03,8.87375
2022-09-03T06:53:03.173294,0.103,0.275,-0.001,-0.173,0.067,0.847,0.236,7140.53,1.81,235.1,237.3,235.1,-0.003,50.02,6151.22,855.35,74.0,-0.169,0.03,3.26,0.0,0.001,0.001,0.03,8.875
2022-09-03T06:54:03.562292,0.115,0.282,0.001,-0.166,0.067,0.847,0.229,7140.54,1.81,235.8,236.3,234.6,0.005,50.0,6151.22,855.35,74.0,-0.162,0.03,3.27,0.0,0.001,0.001,0.03,8.875
2022-09-03T06:55:04.482176,0.116,0.234,-0.04,-0.158,0.063,0.847,0.14,7140.54,1.82,235.6,236.3,235.1,-0.004,50.0,6151.22,855.35,74.0,-0.077,0.03,3.27,0.0,0.001,0.001,0.03,8.875
2022-09-03T06:56:05.194653,0.105,0.186,0.002,-0.079,0.066,0.847,0.147,7140.54,1.82,235.3,236.1,234.8,-0.004,50.0,6151.22,855.35,74.0,-0.078,0.03,3.27,0.0,0.001,0.001,0.03,8.87625
2022-09-03T06:57:04.435262,0.106,0.187,0.0,-0.081,0.069,0.847,0.148,7140.54,1.82,235.1,236.5,234.3,0.0,50.0,6151.22,855.35,74.0,-0.079,0.03,3.28,0.0,0.001,0.001,0.03,8.87625
2022-09-03T06:58:05.012170,0.106,0.184,0.003,-0.075,0.073,0.847,0.148,7140.55,1.83,233.1,236.8,233.6,0.001,49.97,6151.22,855.35,74.0,-0.075,0.03,3.28,0.0,0.002,0.001,0.03,8.8775
2022-09-03T06:59:05.108708,0.114,0.18,-0.022,-0.088,0.075,0.847,0.148,7140.55,1.83,232.6,237.5,231.1,-0.002,50.0,6151.22,855.35,74.0,-0.072,0.03,3.28,0.0,0.001,0.001,0.029,8.8775
2022-09-03T07:00:04.033512,0.115,0.188,0.0,-0.073,0.079,0.847,0.149,7140.55,1.83,232.5,236.8,233.1,-0.005,50.0,6151.22,855.35,74.0,-0.072,0.03,3.29,0.0,0.001,0.001,0.03,8.8775
2022-09-03T07:01:03.227508,0.115,0.178,-0.003,-0.066,0.081,0.847,0.147,7140.55,1.83,233.3,235.8,233.1,0.0,50.0,6151.22,855.35,74.0,-0.069,0.03,3.29,0.0,0.001,0.001,0.03,8.87875
2022-09-03T07:02:03.621104,0.12,0.187,0.001,-0.066,0.082,0.847,0.146,7140.56,1.84,232.8,235.6,233.3,-0.003,50.0,6151.22,855.35,74.0,-0.066,0.03,3.29,0.0,0.001,0.001,0.03,8.87875
2022-09-03T07:03:04.662848,0.124,0.189,0.0,-0.065,0.083,0.847,0.145,7140.56,1.84,233.1,235.1,232.8,0.003,50.0,6151.22,855.35,74.0,-0.065,0.03,3.29,0.0,0.001,0.001,0.029,8.88
2022-09-03T07:04:04.200031,0.123,0.186,0.002,-0.061,0.084,0.847,0.145,7140.56,1.84,231.3,235.8,232.8,0.002,50.0,6151.22,855.35,74.0,-0.06,0.03,3.29,0.0,0.001,0.001,0.029,8.88
2022-09-03T07:05:03.789867,0.127,0.187,0.002,-0.058,0.087,0.847,0.14,7140.56,1.84,232.3,235.3,232.8,0.0,50.0,6151.22,855.35,74.0,-0.053,0.03,3.31,0.0,0.001,0.001,0.029,8.88
2022-09-03T07:06:04.445642,0.13,0.187,0.005,-0.052,0.091,0.847,0.139,7140.57,1.85,233.8,235.1,229.5,0.005,50.0,6151.22,855.35,74.0,-0.048,0.03,3.31,0.0,0.001,0.001,0.029,8.88125
2022-09-03T07:07:03.785330,0.139,0.187,0.001,-0.047,0.095,0.847,0.146,7140.57,1.85,233.3,235.1,231.8,0.002,50.0,6151.22,855.35,74.0,-0.051,0.03,3.31,0.0,0.001,0.001,0.03,8.88125
2022-09-03T07:08:03.800990,0.139,0.185,0.001,-0.045,0.097,0.847,0.14,7140.57,1.85,233.3,234.3,232.8,-0.002,50.0,6151.22,855.35,74.0,-0.043,0.03,3.31,0.0,0.001,0.001,0.03,8.8825
2022-09-03T07:09:05.382198,0.143,0.181,-0.004,-0.042,0.111,0.847,0.238,7140.57,1.85,233.8,235.8,233.1,-0.003,50.0,6151.22,855.35,74.0,-0.135,0.03,3.31,0.0,0.001,0.001,0.03,8.8825
2022-09-03T07:10:03.396457,0.164,0.278,-0.008,-0.122,0.114,0.847,0.231,7140.58,1.86,233.5,235.8,233.8,-0.006,50.0,6151.22,855.35,74.0,-0.116,0.03,3.31,0.0,0.001,0.001,0.03,8.8825
2022-09-03T07:11:03.382414,0.188,0.301,0.0,-0.113,0.116,0.847,0.229,7140.58,1.86,232.3,236.1,234.0,0.003,50.0,6151.22,855.35,74.0,-0.113,0.03,3.32,0.0,0.001,0.001,0.03,8.88375
2022-09-03T07:12:03.766037,0.168,0.273,-0.006,-0.111,0.118,0.847,0.22,7140.58,1.86,233.1,234.8,234.6,0.0,50.0,6151.22,855.35,74.0,-0.102,0.03,3.32,0.0,0.001,0.002,0.03,8.88375
2022-09-03T07:13:05.523079,0.166,0.269,0.001,-0.102,0.123,0.847,0.223,7140.59,1.87,233.1,235.1,234.1,0.001,50.0,6151.22,855.35,74.0,-0.097,0.03,3.32,0.0,0.001,0.001,0.03,8.885
2022-09-03T07:14:03.581934,0.18,0.274,-0.002,-0.096,0.124,0.847,0.217,7140.59,1.87,232.1,235.3,233.5,-0.001,50.0,6151.22,855.35,74.0,-0.093,0.03,3.33,0.0,0.001,0.001,0.03,8.885
2022-09-03T07:15:08.272570,0.178,0.191,0.006,-0.007,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.88625
2022-09-03T07:16:08.052692,,,,,0.118,0.847,0.132,7140.6,1.88,232.5,234.6,233.3,0.002,50.0,6151.22,855.35,74.0,-0.014,0.03,3.33,0.0,0.001,0.001,0.03,8.88625
2022-09-03T07:17:03.137112,0.176,0.185,0.002,-0.007,0.12,0.847,0.129,7140.6,1.88,232.8,234.8,233.6,-0.001,50.0,6151.22,855.35,74.0,-0.008,0.03,3.33,0.0,0.001,0.001,0.029,8.88625
2022-09-03T07:18:03.181168,0.178,0.181,-0.004,-0.007,0.121,0.847,0.125,7140.6,1.88,232.3,233.6,232.8,0.0,49.99,6151.22,855.35,74.0,-0.005,0.03,3.33,0.0,0.001,0.001,0.029,8.8875
2022-09-03T07:19:02.632852,0.184,0.183,0.0,0.001,0.122,0.847,0.123,7140.6,1.88,233.1,233.6,233.6,-0.003,50.0,6151.22,855.35,74.0,0.0,0.03,3.33,0.0,0.001,0.001,0.03,8.8875
2022-09-03T07:20:08.406084,0.178,0.176,0.0,0.002,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.88875
2022-09-03T07:21:08.471075,,,,,0.139,0.847,0.121,7140.61,1.89,233.6,234.6,233.6,0.0,50.0,6151.22,855.35,74.0,0.021,0.03,3.34,0.0,0.001,0.001,0.03,8.88875
2022-09-03T07:22:06.073408,0.213,0.195,0.006,0.024,0.146,0.847,0.117,7140.61,1.89,232.3,234.8,233.1,0.005,50.0,6151.22,855.35,74.0,0.025,0.03,3.34,0.0,0.001,0.001,0.029,8.88875
2022-09-03T07:23:02.869458,0.202,0.167,0.003,0.038,0.156,0.847,0.115,7140.61,1.89,232.0,234.8,233.6,0.0,49.97,6151.22,855.35,74.0,0.041,0.03,3.34,0.0,0.001,0.001,0.03,8.89
2022-09-03T07:24:04.689441,0.231,0.194,0.006,0.043,0.175,0.847,0.175,7140.61,1.89,232.1,233.3,232.0,-0.017,50.0,6151.22,855.35,74.0,0.031,0.03,3.34,0.0,0.001,0.001,0.029,8.89
2022-09-03T07:25:08.660213,0.231,0.138,0.0,0.093,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,8.89125
2022-09-03T07:26:08.264951,,,,,0.0,0.847,0.0,7140.61,1.89,232.8,235.3,232.8,-0.12,50.0,6151.22,855.35,74.0,0.0,0.03,3.34,0.0,0.001,0.001,0.029,8.89125
2022-09-03T07:27:02.938276,0.07,0.189,0.119,0.0,0.0,0.847,0.0,7140.61,1.89,233.6,234.8,232.0,-0.119,50.0,6151.22,855.35,74.0,0.0,0.03,3.34,0.0,0.001,0.001,0.029,8.89125
2022-09-03T07:28:04.171894,0.094,0.212,0.118,0.0,0.0,0.847,0.0,7140.61,1.89,233.3,233.8,232.3,-0.117,50.0,6151.22,855.36,74.0,0.0,0.04,3.34,0.0,0.001,0.001,0.029,8.89375
2022-09-03T07:29:04.237858,0.232,0.255,0.006,-0.017,0.157,0.847,0.172,7140.62,1.9,234.1,233.8,234.1,-0.028,49.99,6151.22,855.36,74.0,-0.054,0.04,3.34,0.0,0.001,0.001,0.03,8.895
2022-09-03T07:30:03.164943,0.232,0.255,0.006,-0.017,0.176,0.847,0.175,7140.62,1.9,234.1,234.3,233.1,-0.001,49.97,6151.22,855.36,74.0,0.005,0.04,3.34,0.0,0.001,0.001,0.029,8.89625
2022-09-03T07:31:03.544535,0.269,0.249,0.002,0.022,0.203,0.847,0.173,7140.62,1.9,233.0,233.8,232.8,0.001,50.0,6151.22,855.36,74.0,0.032,0.04,3.35,0.0,0.001,0.001,0.029,8.89625
2022-09-03T07:32:03.434053,0.269,0.249,0.002,0.022,0.216,0.847,0.163,7140.63,1.91,233.8,234.6,233.3,-0.002,49.99,6151.22,855.36,74.0,0.056,0.04,3.35,0.0,0.001,0.001,0.03,8.89625
2022-09-03T07:33:05.084020,0.281,0.229,0.0,0.052,0.229,0.847,0.162,7140.63,1.91,232.8,234.3,232.0,0.001,49.99,6151.22,855.36,74.0,0.067,0.04,3.35,0.0,0.001,0.001,0.029,8.8975
2022-09-03T07:34:03.877026,0.308,0.237,0.0,0.071,0.239,0.847,0.062,7140.63,1.91,233.8,233.6,231.1,-0.007,50.0,6151.22,855.36,74.0,0.181,0.04,3.35,0.0,0.002,0.002,0.029,8.8975
2022-09-03T07:35:08.634836,0.329,0.149,0.004,0.184,,,,,,,,,,,,,,,,,,0.001,0.001,0.029,8.89875
2022-09-03T07:36:07.762333,,,,,0.26,0.847,0.063,7140.63,1.91,234.5,233.1,231.3,-0.002,49.99,6151.22,855.36,74.0,0.201,0.04,3.35,0.0,0.001,0.001,0.029,8.89875
2022-09-03T07:37:05.376889,0.35,0.183,0.031,0.198,0.378,0.847,0.0,7140.63,1.91,233.6,236.1,232.6,-0.031,50.0,6151.22,855.36,74.0,0.345,0.04,3.35,0.0,0.001,0.001,0.029,8.89875
2022-09-03T07:38:04.550395,0.493,0.14,0.0,0.353,0.41,0.847,0.052,7140.63,1.91,233.8,235.6,232.1,-0.002,49.97,6151.22,855.36,74.0,0.358,0.04,3.35,0.0,0.001,0.002,0.029,8.9
