local_time,total_input_power,load_power,grid_power,total_battery_power,input_power,day_active_power_peak,active_power,accumulated_yield_energy,daily_yield_energy,grid_voltage_a_phase,b_phase_voltage,c_phase_voltage,power_meter_active_power,grid_frequency,grid_exported_energy,grid_accumulated_energy,storage_state_of_capacity,storage_charge_discharge_power,storage_current_day_charge_capacity,storage_current_day_discharge_capacity,backup_switch_to_off_grid,a_phase_active_power,b_phase_active_power,c_phase_active_power,forward_energy
2022-09-03T14:19:03.448320,5.038,1.667,-3.371,0.0,3.851,6.186,3.851,7158.73,20.01,249.1,239.6,239.3,3.544,50.0,6174.66,855.36,95.0,0.0,7.18,3.39,0.0,0.432,0.348,0.52,9.2375
2022-09-03T14:20:08.799333,5.982,1.893,-4.089,0.0,,,,,,,,,,,,,,,,,,0.496,0.405,0.554,9.2625
2022-09-03T14:21:08.486680,,,,,4.722,6.186,4.722,7158.88,20.16,250.3,239.1,239.3,4.335,49.99,6174.79,855.36,95.0,0.0,7.18,3.39,0.0,0.537,0.433,0.604,9.28625
2022-09-03T14:22:04.235770,6.349,2.073,-4.276,0.0,3.824,6.186,3.824,7158.95,20.23,246.8,237.6,237.1,2.857,50.0,6174.85,855.36,95.0,0.0,7.18,3.39,0.0,0.616,0.509,0.675,9.31375
2022-09-03T14:23:03.604615,4.141,2.435,-1.706,0.0,3.526,6.186,3.526,7159.01,20.29,244.8,236.3,237.5,2.289,50.0,6174.89,855.36,95.0,0.0,7.18,3.39,0.0,0.656,0.53,0.726,9.34375
2022-09-03T14:24:03.494386,4.642,2.348,-2.294,0.0,2.649,6.186,2.649,7159.06,20.34,242.1,234.6,235.3,0.901,50.0,6174.91,855.36,95.0,0.0,7.18,3.39,0.0,0.768,0.65,0.828,9.38
2022-09-03T14:25:06.975371,3.69,2.721,-0.969,0.0,2.283,6.186,2.283,7159.1,20.38,240.0,238.6,234.6,0.52,49.99,6174.93,855.36,95.0,0.0,7.18,3.39,0.0,0.722,0.673,0.849,9.41875
2022-09-03T14:26:03.664595,4.212,2.766,-1.446,0.0,3.067,6.186,3.067,7159.15,20.43,242.5,239.6,236.8,1.524,50.0,6174.95,855.36,95.0,0.0,7.18,3.39,0.0,0.765,0.702,0.882,9.45625
2022-09-03T14:27:04.822814,4.241,2.71,-1.531,0.0,2.621,6.186,2.621,7159.2,20.48,241.5,239.1,236.3,0.755,50.0,6174.97,855.36,95.0,0.0,7.18,3.39,0.0,0.788,0.734,0.914,9.495
2022-09-03T14:28:05.420433,3.698,2.807,-0.891,0.0,2.755,6.186,2.755,7159.25,20.52,238.6,240.1,237.3,0.815,49.97,6174.99,855.36,95.0,0.0,7.18,3.39,0.0,0.81,0.774,0.963,9.5375
2022-09-03T14:29:03.414888,4.176,2.952,-1.224,0.0,3.061,6.186,3.061,7159.29,20.57,239.5,239.1,235.8,1.192,49.95,6175.0,855.36,95.0,0.0,7.18,3.39,0.0,0.815,0.766,0.963,9.5775
2022-09-03T14:30:09.405649,3.6,3.043,-0.557,0.0,,,,,,,,,,,,,,,,,,0.82,0.751,0.954,9.62375
2022-09-03T14:31:08.141463,,,,,2.134,6.186,2.134,7159.38,20.66,237.8,236.0,237.6,0.017,49.97,6175.02,855.36,95.0,0.0,7.18,3.39,0.0,0.821,0.75,0.95,9.66625
2022-09-03T14:32:03.802777,3.541,2.939,-0.602,0.0,2.497,6.186,2.497,7159.42,20.7,240.8,237.0,237.8,0.49,50.0,6175.02,855.36,95.0,0.0,7.18,3.39,0.0,0.814,0.741,0.944,9.70375
2022-09-03T14:33:03.185660,3.453,2.897,-0.556,0.0,2.579,6.186,2.579,7159.46,20.74,239.8,237.8,235.8,0.551,50.0,6175.04,855.36,95.0,0.0,7.19,3.39,0.0,0.809,0.745,0.929,9.74625
2022-09-03T14:34:03.721144,2.966,2.851,-0.115,0.0,2.169,6.186,2.169,7159.5,20.78,239.3,236.6,234.8,0.195,50.0,6175.04,855.36,95.0,0.0,7.19,3.39,0.0,0.81,0.745,0.923,9.7875
2022-09-03T14:35:07.907408,3.383,2.832,-0.551,0.0,,,,,,,,,,,,,,,,,,0.815,0.744,0.925,9.8325
2022-09-03T14:36:06.063018,3.55,2.763,-0.787,0.0,3.013,6.186,3.013,7159.59,20.87,240.6,236.6,235.1,1.049,49.97,6175.08,855.36,95.0,0.0,7.19,3.39,0.0,0.814,0.751,0.934,9.87375
2022-09-03T14:37:02.827053,3.446,2.834,-0.612,0.0,3.008,6.186,3.008,7159.63,20.91,242.6,238.1,236.3,1.326,50.0,6175.08,855.36,95.0,0.0,7.19,3.39,0.0,0.822,0.75,0.936,9.91125
2022-09-03T14:38:03.860600,3.875,2.581,-1.294,0.0,3.075,6.186,3.075,7159.68,20.96,242.6,237.1,235.8,1.47,50.0,6175.1,855.36,95.0,0.0,7.19,3.39,0.0,0.836,0.757,0.924,9.95375
2022-09-03T14:39:03.707156,4.196,2.764,-1.432,0.0,2.887,6.186,2.887,7159.73,21.01,242.3,237.1,236.8,1.174,50.0,6175.12,855.36,95.0,0.0,7.19,3.39,0.0,0.835,0.756,0.941,9.995
2022-09-03T14:40:08.017412,4.015,2.776,-1.239,0.0,,,,,,,,,,,,,,,,,,0.824,0.775,0.949,10.04125
2022-09-03T14:41:06.931493,3.916,2.774,-1.142,0.0,2.887,6.186,2.887,7159.83,21.11,241.3,238.1,236.6,1.104,49.97,6175.16,855.36,95.0,0.0,7.19,3.39,0.0,0.836,0.772,0.96,10.0825
2022-09-03T14:42:04.451462,3.925,2.822,-1.103,0.0,2.94,6.186,2.94,7159.88,21.16,243.3,238.3,237.1,1.225,50.0,6175.18,855.36,95.0,0.0,7.19,3.39,0.0,0.85,0.779,0.957,10.12375
2022-09-03T14:43:04.595566,4.111,2.969,-1.142,0.0,3.015,6.186,3.015,7159.93,21.21,243.8,238.1,235.1,1.105,50.0,6175.2,855.36,95.0,0.0,7.19,3.39,0.0,0.853,0.797,0.954,10.1675
2022-09-03T14:44:05.367280,4.114,2.994,-1.12,0.0,3.078,6.186,3.078,7159.98,21.26,245.1,239.8,237.1,3.899,50.0,6175.24,855.36,95.0,0.0,7.19,3.39,0.0,0.027,0.004,0.037,10.20125
2022-09-03T14:45:05.863930,4.18,0.296,-3.884,0.0,3.145,6.186,3.145,7160.03,21.31,245.8,239.5,237.3,3.802,50.0,6175.29,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.20125
2022-09-03T14:46:04.911618,4.277,0.251,-4.026,0.0,3.175,6.186,3.175,7160.08,21.36,247.1,239.6,238.6,3.758,50.0,6175.37,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.2025
2022-09-03T14:47:05.061043,4.395,0.378,-4.017,0.0,3.338,6.186,3.338,7160.13,21.41,247.8,240.1,239.3,4.128,50.0,6175.43,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.2025
2022-09-03T14:48:03.411490,4.517,0.415,-4.102,0.0,3.289,6.186,3.289,7160.19,21.47,244.1,237.3,235.3,4.146,50.02,6175.5,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.03,10.20375
2022-09-03T14:49:04.197621,4.639,0.329,-4.31,0.0,3.491,6.186,3.491,7160.25,21.53,243.1,238.8,237.0,4.459,50.02,6175.58,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.03,10.20375
2022-09-03T14:50:03.332846,4.884,0.382,-4.502,0.0,3.656,6.186,3.656,7160.31,21.59,241.1,239.1,235.8,4.615,50.02,6175.64,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.03,10.20375
2022-09-03T14:51:03.754659,5.012,0.388,-4.624,0.0,3.549,6.186,3.549,7160.37,21.65,245.3,238.8,239.8,4.441,50.02,6175.72,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.205
2022-09-03T14:52:04.744388,4.744,0.196,-4.548,0.0,3.515,6.186,3.515,7160.43,21.71,245.6,238.3,239.3,4.543,50.0,6175.81,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.205
2022-09-03T14:53:03.708972,4.892,0.232,-4.66,0.0,3.73,6.186,3.73,7160.49,21.77,246.6,238.0,240.1,4.859,50.0,6175.87,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.2075
2022-09-03T14:54:03.796385,5.209,0.212,-4.997,0.0,3.911,6.186,3.911,7160.55,21.83,247.8,240.1,241.5,5.123,50.0,6175.97,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.2075
2022-09-03T14:55:05.790269,5.627,0.251,-5.376,0.0,4.194,6.186,4.194,7160.62,21.9,244.0,235.5,236.8,5.442,50.0,6176.06,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.2075
2022-09-03T14:56:04.027471,5.847,0.245,-5.602,0.0,4.424,6.186,4.424,7160.69,21.97,248.5,239.0,240.3,5.724,50.0,6176.14,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.20875
2022-09-03T14:57:05.920684,6.02,0.273,-5.747,0.0,4.457,6.186,4.457,7160.76,22.04,252.3,239.3,238.1,5.866,50.02,6176.24,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.20875
2022-09-03T14:58:04.872902,6.001,0.212,-5.789,0.0,4.465,6.186,4.465,7160.84,22.12,251.8,240.3,238.1,5.837,50.0,6176.33,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.21
2022-09-03T14:59:04.288500,5.992,0.214,-5.778,0.0,4.381,6.186,4.381,7160.91,22.19,244.3,241.3,238.6,3.498,50.0,6176.43,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.21
2022-09-03T15:00:08.403725,5.992,0.214,-5.778,0.0,,,,,,,,,,,,,,,,,,0.002,0.001,0.03,10.21125
2022-09-03T15:01:08.453647,,,,,4.217,6.186,4.217,7161.06,22.34,246.8,240.1,238.5,5.405,50.02,6176.58,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.21125
2022-09-03T15:02:03.811037,5.585,0.301,-5.284,0.0,4.022,6.186,4.022,7161.13,22.4,246.8,238.6,238.1,5.185,50.04,6176.66,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.21125
2022-09-03T15:03:04.006754,5.405,0.241,-5.164,0.0,3.63,6.186,3.63,7161.19,22.47,245.3,238.1,240.8,4.673,50.04,6176.75,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.2125
2022-09-03T15:04:04.095559,4.745,0.233,-4.512,0.0,3.421,6.186,3.421,7161.25,22.53,243.3,236.3,239.1,4.402,50.04,6176.83,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.2125
2022-09-03T15:05:08.340239,4.247,0.254,-3.993,0.0,,,,,,,,,,,,,,,,,,0.001,0.001,0.031,10.21375
2022-09-03T15:06:07.450853,,,,,2.952,6.186,2.952,7161.35,22.63,241.6,239.3,240.3,3.707,50.0,6176.95,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.215
2022-09-03T15:07:03.293945,4.541,0.207,-4.334,0.0,3.477,6.186,3.477,7161.4,22.68,242.8,239.1,240.1,4.464,50.02,6177.02,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.215
2022-09-03T15:08:04.496268,4.982,0.332,-4.65,0.0,3.686,6.186,3.686,7161.46,22.74,242.3,237.3,239.3,4.533,50.0,6177.1,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.21625
2022-09-03T15:09:04.017501,4.678,0.228,-4.45,0.0,3.66,6.186,3.66,7161.52,22.8,245.3,239.8,242.6,4.643,49.99,6177.18,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.032,10.21625
2022-09-03T15:10:03.628724,5.708,0.3,-5.408,0.0,4.259,6.186,4.259,7161.59,22.87,246.6,239.1,239.1,5.441,49.99,6177.25,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.2175
2022-09-03T15:11:03.600711,5.195,0.155,-5.04,0.0,2.877,6.186,2.877,7161.65,22.93,245.3,235.3,235.6,3.764,49.97,6177.33,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.002,0.03,10.2175
2022-09-03T15:12:03.724645,4.347,0.135,-4.212,0.0,4.179,6.186,4.179,7161.71,22.99,249.3,237.1,238.1,5.423,49.97,6177.41,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.2175
2022-09-03T15:13:04.112235,5.673,0.211,-5.462,0.0,4.209,6.186,4.209,7161.78,23.06,246.3,237.3,237.5,5.485,49.97,6177.5,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.002,0.03,10.21875
2022-09-03T15:14:03.357279,5.711,0.206,-5.505,0.0,4.209,6.186,4.209,7161.85,23.13,248.8,237.1,237.3,5.47,49.97,6177.6,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.21875
2022-09-03T15:15:08.630590,5.761,0.212,-5.549,0.0,,,,,,,,,,,,,,,,,,0.001,0.001,0.03,10.22
2022-09-03T15:16:06.006189,5.678,0.2,-5.478,0.0,4.202,6.186,4.202,7161.99,23.27,248.8,237.1,236.8,5.48,50.0,6177.79,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.002,0.03,10.22
2022-09-03T15:17:04.591386,5.662,0.224,-5.438,0.0,4.155,6.186,4.155,7162.06,23.34,249.1,236.8,236.6,5.339,50.0,6177.87,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.03,10.22125
2022-09-03T15:18:03.717612,5.602,0.205,-5.397,0.0,4.111,6.186,4.111,7162.13,23.41,248.6,238.3,239.8,5.433,49.99,6177.97,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.002,0.031,10.22125
2022-09-03T15:19:03.682526,5.555,0.223,-5.332,0.0,4.105,6.186,4.105,7162.2,23.48,244.3,238.8,238.8,5.402,49.99,6178.06,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.22125
2022-09-03T15:20:08.253147,5.529,0.231,-5.298,0.0,,,,,,,,,,,,,,,,,,0.001,0.001,0.031,10.2225
2022-09-03T15:21:07.258910,,,,,4.078,6.186,4.078,7162.34,23.62,243.6,239.6,239.1,5.325,49.97,6178.24,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.2225
2022-09-03T15:22:05.018963,5.504,0.191,-5.313,0.0,4.07,6.186,4.07,7162.4,23.68,244.8,239.8,238.8,5.354,49.97,6178.33,855.36,95.0,0.0,7.19,3.39,0.0,0.001,0.001,0.031,10.22375
2022-09-03T15:23:03.235527,5.497,0.222,-5.275,0.0,4.06,6.186,4.06,7162.47,23.75,246.8,239.8,238.3,5.341,49.99,6178.41,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.031,10.22375
2022-09-03T15:24:03.875555,5.492,0.235,-5.257,0.0,4.005,6.186,4.005,7162.54,23.82,245.6,239.1,238.0,5.288,49.99,6178.5,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.22375
2022-09-03T15:25:08.397676,5.405,0.335,-5.07,0.0,,,,,,,,,,,,,,,,,,0.001,0.001,0.031,10.225
2022-09-03T15:26:08.060093,,,,,3.735,6.186,3.735,7162.67,23.95,244.6,239.8,237.8,4.719,49.99,6178.66,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.225
2022-09-03T15:27:03.630527,5.138,0.323,-4.815,0.0,3.719,6.186,3.719,7162.73,24.01,244.8,239.3,238.6,4.795,49.99,6178.75,855.36,95.0,0.0,7.19,3.39,0.0,0.002,0.001,0.03,10.225
2022-09-03T15:28:04.740609,5.304,0.296,-5.008,0.0,3.917,6.186,3.917,7162.8,24.08,244.8,240.3,238.3,5.061,50.0,6178.83,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.22625
2022-09-03T15:29:04.268178,5.303,0.31,-4.993,0.0,3.912,6.186,3.912,7162.86,24.14,244.8,239.8,237.8,4.966,50.0,6178.91,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.03,10.22625
2022-09-03T15:30:07.933783,5.291,0.295,-4.996,0.0,,,,,,,,,,,,,,,,,,0.002,0.001,0.03,10.2275
2022-09-03T15:31:08.712198,,,,,3.847,6.186,3.847,7162.99,24.27,248.6,237.1,238.6,4.956,50.0,6179.08,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.03,10.2275
2022-09-03T15:32:03.758878,5.158,0.243,-4.915,0.0,3.817,6.186,3.817,7163.05,24.33,247.5,235.3,240.3,4.879,50.02,6179.16,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.2275
2022-09-03T15:33:03.735587,5.16,0.254,-4.906,0.0,3.81,6.186,3.81,7163.12,24.4,247.5,237.1,239.3,4.915,50.0,6179.24,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.22875
2022-09-03T15:34:03.528297,5.154,0.266,-4.888,0.0,3.817,6.186,3.817,7163.18,24.46,247.1,237.3,239.6,4.911,49.99,6179.33,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.031,10.22875
2022-09-03T15:35:03.226763,5.161,0.269,-4.892,0.0,3.81,6.186,3.81,7163.25,24.53,248.1,233.3,240.3,4.878,50.0,6179.41,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.23
2022-09-03T15:36:03.009800,5.154,0.276,-4.878,0.0,3.773,6.186,3.773,7163.31,24.59,248.3,235.3,239.8,4.873,50.0,6179.49,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.031,10.23
2022-09-03T15:37:04.826585,5.115,0.278,-4.837,0.0,3.788,6.186,3.788,7163.37,24.65,247.6,234.8,238.1,4.787,50.0,6179.56,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.03,10.23
2022-09-03T15:38:03.493600,5.153,0.319,-4.834,0.0,3.799,6.186,3.799,7163.44,24.72,246.6,236.0,238.8,4.828,49.99,6179.64,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.031,10.23125
2022-09-03T15:39:03.701591,5.146,0.32,-4.826,0.0,3.805,6.186,3.805,7163.5,24.78,244.3,233.6,239.8,4.871,49.99,6179.72,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.23125
2022-09-03T15:40:08.936640,5.129,0.264,-4.865,0.0,,,,,,,,,,,,,,,,,,0.001,0.001,0.031,10.2325
2022-09-03T15:41:08.296272,,,,,3.823,6.186,3.823,7163.63,24.91,240.0,237.8,241.1,4.841,49.97,6179.89,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.2325
2022-09-03T15:42:04.184301,5.165,0.295,-4.87,0.0,3.824,6.186,3.824,7163.69,24.97,240.8,238.8,237.0,4.867,49.99,6179.97,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.03,10.23375
2022-09-03T15:43:04.112394,5.157,0.307,-4.85,0.0,3.81,6.186,3.81,7163.75,25.03,241.8,238.1,236.6,4.86,50.0,6180.06,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.002,0.03,10.23375
2022-09-03T15:44:03.749388,5.147,0.403,-4.744,0.0,3.794,6.186,3.794,7163.82,25.1,243.6,238.1,237.6,4.724,50.0,6180.12,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.002,0.03,10.23375
2022-09-03T15:45:08.174603,5.113,0.379,-4.734,0.0,,,,,,,,,,,,,,,,,,0.002,0.001,0.031,10.235
2022-09-03T15:46:08.315331,,,,,3.767,6.186,3.767,7163.94,25.22,241.8,238.3,237.6,4.71,50.0,6180.29,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.002,0.031,10.235
2022-09-03T15:47:04.944259,5.088,0.411,-4.677,0.0,3.758,6.186,3.758,7164.01,25.29,242.5,238.1,238.6,4.688,49.99,6180.37,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.002,0.031,10.23625
2022-09-03T15:48:03.018972,5.075,0.381,-4.694,0.0,2.975,6.186,2.975,7164.06,25.34,239.3,237.8,240.5,4.238,49.99,6180.43,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.002,0.031,10.23625
2022-09-03T15:49:02.809725,1.886,0.409,-1.477,0.0,1.068,6.186,1.068,7164.1,25.38,238.8,235.3,241.3,1.187,50.0,6180.49,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.031,10.23625
2022-09-03T15:50:08.506503,4.976,0.302,-4.674,0.0,,,,,,,,,,,,,,,,,,0.002,0.001,0.03,10.2375
2022-09-03T15:51:08.153564,,,,,1.124,6.186,1.124,7164.17,25.45,239.3,235.8,239.6,1.469,49.99,6180.56,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.031,10.2375
2022-09-03T15:52:04.239596,2.045,0.418,-1.627,0.0,1.128,6.186,1.128,7164.2,25.48,240.3,236.6,239.3,1.237,50.0,6180.6,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.23875
2022-09-03T15:53:05.091090,1.776,0.278,-1.498,0.0,1.402,6.186,1.402,7164.22,25.5,240.6,233.8,241.3,1.817,49.99,6180.62,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.031,10.23875
2022-09-03T15:54:03.998087,2.731,0.317,-2.414,0.0,3.302,6.186,3.302,7164.25,25.53,244.8,234.1,240.3,4.203,50.0,6180.66,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.002,0.031,10.23875
2022-09-03T15:55:03.435674,4.587,0.22,-4.367,0.0,3.353,6.186,3.353,7164.31,25.59,244.8,232.6,241.8,4.269,50.0,6180.74,855.36,95.0,0.0,7.2,3.39,0.0,0.002,0.001,0.031,10.24
2022-09-03T15:56:02.792649,3.763,0.566,-3.197,0.0,1.702,6.186,1.702,7164.36,25.64,238.8,232.5,235.8,2.442,50.02,6180.81,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.03,10.24
2022-09-03T15:57:03.697322,2.01,0.216,-1.794,0.0,1.874,6.186,1.874,7164.39,25.67,236.1,234.6,236.0,1.685,49.97,6180.85,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.03,10.24125
2022-09-03T15:58:04.275802,1.372,0.212,-1.16,0.0,0.937,6.186,0.937,7164.41,25.69,237.1,233.1,236.1,1.13,50.0,6180.87,855.36,95.0,0.0,7.2,3.39,0.0,0.001,0.001,0.03,10.24125
2022-09-03T15:59:03.569600,1.957,0.166,-1.791,0.0,1.731,6.186,1.731,7164.44,25.72,236.6,232.3,234.1,2.278,50.0,6180.89,855.36,95.0,0.0,7.21,3.39,0.0,0.001,0.001,0.03,10.2425
2022-09-03T16:00:08.644615,1.682,0.315,-1.367,0.0,,,,,,,,,,,,,,,,,,0.002,0.001,0.03,10.2425